_source_row,product_id,category,sub_category,base_price,launch_date,product_id_raw,category_raw,sub_category_raw,base_price_raw,launch_date_raw,category_unrecognized_flag,category_missing_flag,sub_category_unrecognized_flag,sub_category_missing_flag,base_price_invalid_format_flag,base_price_non_positive_flag,launch_date_status,launch_date_format,launch_date_ambiguous_flag
1333,1333,Kids,Shoes,88.4,2022-08-31,1333,Kids,Shoes,88.4,2022-08-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1334,1334,Accessories,Scarves,63.43,2023-12-16,1334,Accessories,Scarves,63.43,16-12-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1335,1335,Kids,Tops,98.44,2022-07-02,1335,Kids,Tops,98.44,2022-07-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1336,1336,Accessories,Scarves,64.43,,1336,Accessories,Scarves,64.43,,False,False,False,False,False,False,missing,missing,False
1337,1337,Shoes,Sneakers,168.01,2019-11-21,1337,Shoes,Sneakers,168.01,2019.11.21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1338,1338,Men,Activewear,214.07,2024-07-10,1338,Men,Activewear,214.07,2024-07-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1339,1339,Shoes,Loafers,320.37,2024-02-01,1339,Shoes,Loafers,320.37,2024/02/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1340,1340,Kids,Shoes,62.65,2021-02-16,1340,Kids,Shoes,62.65,2021/02/16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1341,1341,Kids,Shoes,82.59,2024-08-19,1341,Kids,Shoes,82.59,2024/08/19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1342,1342,Women,Jeans,181.92,2021-09-06,1342,Women,Jeans,181.92,2021-09-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1343,1343,Women,Outerwear,260.16,2015-08-26,1343,Women,Outerwear,260.16,2015-08-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1344,1344,Kids,Bottoms,78.91,2024-02-22,1344,Kids,Bottoms,78.91,22/02/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1345,1345,Women,Lingerie,158.54,2016-09-06,1345,Women,Lingerie,158.54,2016-09-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1346,1346,Accessories,Hats,166.46,2018-10-22,1346,Accessories,Hats,166.46,2018/10/22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1347,1347,Accessories,Scarves,108.76,,1347,Accessories,Scarves,108.76,,False,False,False,False,False,False,missing,missing,False
1348,1348,Shoes,Boots,259.72,2022-03-13,1348,Shoes,Boots,259.72,2022-03-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1349,1349,Shoes,Sandals,138.76,2015-04-20,1349,Shoes,Sandals,138.76,2015/04/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1350,1350,Kids,Bottoms,86.15,2021-05-28,1350,Kids,Bottoms,86.15,2021-05-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1351,1351,Women,Activewear,105.32,2023-08-24,1351,Women,Activewear,105.32,2023-08-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1352,1352,Men,Shirts,117.78,2022-11-17,1352,Men,Shirts,117.78,2022.11.17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1353,1353,Kids,Tops,108.88,2018-01-26,1353,Kids,Tops,108.88,26-01-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1354,1354,Accessories,Belts,118.5,2023-12-21,1354,Accessories,Belts,118.5,21-12-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1355,1355,Men,Outerwear,147.24,2018-08-15,1355,Men,Outerwear,147.24,2018-08-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1356,1356,Kids,Sleepwear,73.15,2021-10-20,1356,Kids,Sleepwear,73.15,2021-10-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1357,1357,Men,Outerwear,151.17,2020-01-25,1357,Men,Outerwear,151.17,2020/01/25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1358,1358,Women,Dresses,193.55,2015-09-05,1358,Women,Dresses,193.55,2015-09-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1359,1359,Women,Tops,224.23,2015-01-11,1359,Women,Tops,224.23,2015/01/11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1360,1360,Men,Outerwear,54.99,2016-10-31,1360,Men,Outerwear,54.99,2016-10-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1361,1361,Women,Outerwear,142.57,2024-05-07,1361,Women,Outerwear,142.57,2024-05-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1362,1362,Women,Outerwear,187.16,2024-07-16,1362,Women,Outerwear,187.16,2024-07-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1363,1363,Men,Jeans,156.05,2019-02-07,1363,Men,Jeans,156.05,07-02-2019,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1364,1364,Men,Activewear,176.14,2024-09-08,1364,Men,Activewear,176.14,2024-09-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1365,1365,Kids,Sleepwear,96.02,2015-06-30,1365,Kids,Sleepwear,96.02,2015-06-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1366,1366,Women,Activewear,166.28,2024-09-03,1366,Women,Activewear,166.28,03-09-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1367,1367,Men,Activewear,138.93,2017-04-23,1367,Men,Activewear,138.93,23/04/2017,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1368,1368,Kids,Shoes,84.48,2015-05-15,1368,Kids,Shoes,84.48,15-05-2015,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1369,1369,Accessories,Belts,154.46,2022-07-31,1369,Accessories,Belts,154.46,2022-07-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1370,1370,Shoes,Sandals,179.74,,1370,Shoes,Sandals,179.74,,False,False,False,False,False,False,missing,missing,False
1371,1371,Accessories,Bags,118.12,,1371,Accessories,Bags,118.12,,False,False,False,False,False,False,missing,missing,False
1372,1372,Men,Shirts,167.33,2022-08-07,1372,Men,Shirts,167.33,2022-08-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1373,1373,Kids,Shoes,125.11,2018-05-01,1373,Kids,Shoes,125.11,2018/05/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1374,1374,Kids,Outerwear,83.24,2022-07-13,1374,Kids,Outerwear,83.24,2022-07-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1375,1375,Accessories,Scarves,148.76,2016-12-14,1375,Accessories,Scarves,148.76,14-12-2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1376,1376,Accessories,Scarves,156.96,2015-11-10,1376,Accessories,Scarves,156.96,10/11/2015,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1377,1377,Accessories,Scarves,118.09,2018-04-01,1377,Accessories,Scarves,118.09,2018/04/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1378,1378,Shoes,Boots,208.41,2021-02-04,1378,Shoes,Boots,208.41,2021/02/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1379,1379,Kids,Tops,82.6,2017-04-01,1379,Kids,Tops,82.6,2017-04-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1380,1380,Kids,Tops,84.24,2016-06-05,1380,Kids,Tops,84.24,2016.06.05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1381,1381,Accessories,Jewelry,145.63,2022-06-29,1381,Accessories,Jewelry,145.63,2022/06/29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1382,1382,Men,Jeans,169.24,2019-12-07,1382,Men,Jeans,169.24,2019/12/07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1383,1383,Men,Activewear,169.41,2019-04-26,1383,Men,Activewear,169.41,2019-04-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1384,1384,Accessories,Hats,86.24,2017-05-25,1384,Accessories,Hats,86.24,2017-05-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1385,1385,Men,Shirts,121.3,2015-03-06,1385,Men,Shirts,121.3,2015-03-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1386,1386,Men,Outerwear,245.74,2015-07-14,1386,Men,Outerwear,245.74,2015-07-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1387,1387,Kids,Tops,86.0,2021-10-25,1387,Kids,Tops,86.0,2021.10.25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1388,1388,Men,Jeans,129.01,2015-10-20,1388,Men,Jeans,129.01,2015-10-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1389,1389,Accessories,Bags,162.93,2017-06-21,1389,Accessories,Bags,162.93,2017-06-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1390,1390,Accessories,Jewelry,128.45,2024-02-10,1390,Accessories,Jewelry,128.45,2024-02-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1391,1391,Men,Activewear,183.13,2018-06-10,1391,Men,Activewear,183.13,2018-06-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1392,1392,Kids,Shoes,86.89,2022-06-13,1392,Kids,Shoes,86.89,2022-06-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1393,1393,Accessories,Hats,110.44,,1393,Accessories,Hats,110.44,,False,False,False,False,False,False,missing,missing,False
1394,1394,Shoes,Boots,210.67,2024-04-26,1394,Shoes,Boots,210.67,2024-04-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1395,1395,Men,Activewear,104.69,2023-03-22,1395,Men,Activewear,104.69,2023.03.22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1396,1396,Kids,Shoes,88.02,2019-09-13,1396,Kids,Shoes,88.02,13-09-2019,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1397,1397,Shoes,Heels,236.28,2021-11-05,1397,Shoes,Heels,236.28,2021/11/05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1398,1398,Shoes,Sneakers,321.78,2019-02-18,1398,Shoes,Sneakers,321.78,2019-02-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1399,1399,Women,Tops,183.87,2024-06-11,1399,Women,Tops,183.87,11-06-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1400,1400,Men,T-Shirts,66.63,2018-08-02,1400,Men,T-Shirts,66.63,2018-08-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1401,1401,Accessories,Hats,117.18,2023-05-14,1401,Accessories,Hats,117.18,2023-05-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1402,1402,Men,T-Shirts,269.58,2021-03-01,1402,Men,T-Shirts,269.58,2021-03-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1403,1403,Men,Activewear,194.65,2021-06-09,1403,Men,Activewear,194.65,2021/06/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1404,1404,Men,Shirts,127.56,2018-07-08,1404,Men,Shirts,127.56,2018-07-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1405,1405,Women,Lingerie,206.6,2023-05-01,1405,Women,Lingerie,206.6,2023/05/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1406,1406,Women,Activewear,146.61,2022-06-19,1406,Women,Activewear,146.61,2022/06/19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1407,1407,Men,Suits,105.85,2023-02-26,1407,Men,Suits,105.85,26-02-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1408,1408,Accessories,Jewelry,109.55,2023-01-06,1408,Accessories,Jewelry,109.55,2023-01-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1409,1409,Women,Tops,184.12,2016-07-29,1409,Women,Tops,184.12,2016-07-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1410,1410,Men,T-Shirts,85.11,2023-10-05,1410,Men,T-Shirts,85.11,2023-10-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1411,1411,Women,Tops,128.29,2023-06-03,1411,Women,Tops,128.29,2023-06-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1412,1412,Kids,Shoes,90.23,2017-06-05,1412,Kids,Shoes,90.23,2017-06-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1413,1413,Men,Jeans,143.67,2024-10-25,1413,Men,Jeans,143.67,2024-10-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1414,1414,Shoes,Heels,241.71,2020-04-09,1414,Shoes,Heels,241.71,2020/04/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1415,1415,Kids,Sleepwear,62.67,2018-03-21,1415,Kids,Sleepwear,62.67,2018-03-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1416,1416,Shoes,Sneakers,259.28,2017-03-27,1416,Shoes,Sneakers,259.28,2017-03-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1417,1417,Shoes,Sneakers,154.89,2018-08-25,1417,Shoes,Sneakers,154.89,2018-08-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1418,1418,Kids,Shoes,126.96,2015-05-18,1418,Kids,Shoes,126.96,2015-05-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1419,1419,Accessories,Bags,68.53,2021-11-28,1419,Accessories,Bags,68.53,2021-11-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1420,1420,Kids,Sleepwear,65.42,2022-01-29,1420,Kids,Sleepwear,65.42,2022-01-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1421,1421,Accessories,Jewelry,132.52,2021-09-05,1421,Accessories,Jewelry,132.52,2021/09/05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1422,1422,Accessories,Scarves,169.93,2020-06-28,1422,Accessories,Scarves,169.93,2020-06-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1423,1423,Kids,Outerwear,97.09,2018-08-18,1423,Kids,Outerwear,97.09,18-08-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1424,1424,Shoes,Heels,250.96,2022-03-29,1424,Shoes,Heels,250.96,29/03/2022,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1425,1425,Men,Activewear,160.7,2023-09-19,1425,Men,Activewear,160.7,2023-09-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1426,1426,Accessories,Hats,89.21,2015-11-17,1426,Accessories,Hats,89.21,2015-11-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1427,1427,Shoes,Heels,193.04,2018-10-30,1427,Shoes,Heels,193.04,2018-10-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1428,1428,Accessories,Bags,83.64,2024-12-15,1428,Accessories,Bags,83.64,2024/12/15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1429,1429,Men,Activewear,108.85,2023-08-15,1429,Men,Activewear,108.85,2023/08/15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1430,1430,Shoes,Sandals,242.1,2024-12-11,1430,Shoes,Sandals,242.1,11-12-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1431,1431,Kids,Sleepwear,64.73,2016-10-31,1431,Kids,Sleepwear,64.73,31-10-2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1432,1432,Women,Dresses,194.38,2019-08-26,1432,Women,Dresses,194.38,2019-08-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1433,1433,Women,Activewear,121.42,2016-04-21,1433,Women,Activewear,121.42,2016-04-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1434,1434,Kids,Sleepwear,96.67,2023-08-30,1434,Kids,Sleepwear,96.67,2023-08-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1435,1435,Men,Jeans,140.45,2020-03-10,1435,Men,Jeans,140.45,2020-03-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1436,1436,Women,Lingerie,243.3,2017-06-08,1436,Women,Lingerie,243.3,2017-06-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1437,1437,Kids,Outerwear,97.28,2015-11-26,1437,Kids,Outerwear,97.28,2015-11-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1438,1438,Shoes,Heels,287.97,2022-05-18,1438,Shoes,Heels,287.97,2022-05-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1439,1439,Men,Suits,129.77,2023-02-13,1439,Men,Suits,129.77,2023-02-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1440,1440,Accessories,Hats,121.68,2023-10-17,1440,Accessories,Hats,121.68,2023-10-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1441,1441,Shoes,Heels,166.04,2024-09-18,1441,Shoes,Heels,166.04,2024-09-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1442,1442,Kids,Bottoms,80.69,2023-02-23,1442,Kids,Bottoms,80.69,2023-02-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1443,1443,Accessories,Jewelry,112.14,2022-11-12,1443,Accessories,Jewelry,112.14,2022-11-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1444,1444,Kids,Shoes,73.67,2023-02-13,1444,Kids,Shoes,73.67,2023-02-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1445,1445,Women,Dresses,125.3,2024-12-27,1445,Women,Dresses,125.3,2024-12-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1446,1446,Women,Activewear,116.39,2019-08-19,1446,Women,Activewear,116.39,2019-08-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1447,1447,Accessories,Bags,49.81,2022-08-03,1447,Accessories,Bags,49.81,2022-08-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1448,1448,Accessories,Belts,88.31,2023-03-15,1448,Accessories,Belts,88.31,2023-03-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1449,1449,Shoes,Loafers,254.51,2016-02-29,1449,Shoes,Loafers,254.51,2016-02-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1450,1450,Women,Tops,108.07,2021-11-28,1450,Women,Tops,108.07,2021/11/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1451,1451,Men,Outerwear,105.28,2018-05-22,1451,Men,Outerwear,105.28,2018-05-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1452,1452,Women,Tops,260.59,2016-04-28,1452,Women,Tops,260.59,2016/04/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1453,1453,Women,Activewear,151.36,2016-09-14,1453,Women,Activewear,151.36,2016-09-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1454,1454,Men,Outerwear,172.84,2016-02-22,1454,Men,Outerwear,172.84,2016-02-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1455,1455,Kids,Outerwear,104.45,2023-12-24,1455,Kids,Outerwear,104.45,2023-12-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1456,1456,Women,Lingerie,209.81,2022-09-20,1456,Women,Lingerie,209.81,2022.09.20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1457,1457,Accessories,Hats,74.33,2016-01-09,1457,Accessories,Hats,74.33,2016-01-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1458,1458,Kids,Sleepwear,84.8,2021-04-03,1458,Kids,Sleepwear,84.8,2021/04/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1459,1459,Men,Shirts,95.27,2021-08-09,1459,Men,Shirts,95.27,2021-08-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1460,1460,Kids,Bottoms,145.04,2020-03-12,1460,Kids,Bottoms,145.04,2020-03-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1461,1461,Shoes,Loafers,132.28,2021-01-23,1461,Shoes,Loafers,132.28,2021/01/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1462,1462,Men,T-Shirts,118.09,2024-01-28,1462,Men,T-Shirts,118.09,2024/01/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1463,1463,Women,Outerwear,133.17,2020-03-10,1463,Women,Outerwear,133.17,2020/03/10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1464,1464,Women,Jeans,112.65,2021-08-06,1464,Women,Jeans,112.65,2021-08-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1465,1465,Accessories,Bags,160.58,2020-09-17,1465,Accessories,Bags,160.58,2020-09-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1466,1466,Women,Lingerie,289.01,2018-12-18,1466,Women,Lingerie,289.01,2018-12-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1467,1467,Shoes,Sandals,193.83,2023-11-29,1467,Shoes,Sandals,193.83,2023-11-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1468,1468,Men,Jeans,107.18,2019-02-21,1468,Men,Jeans,107.18,2019-02-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1469,1469,Shoes,Heels,96.97,2023-01-01,1469,Shoes,Heels,96.97,2023-01-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1470,1470,Women,Outerwear,169.02,2021-01-19,1470,Women,Outerwear,169.02,2021-01-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1471,1471,Accessories,Hats,110.51,2021-11-07,1471,Accessories,Hats,110.51,2021-11-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1472,1472,Shoes,Loafers,184.18,2022-08-09,1472,Shoes,Loafers,184.18,2022/08/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1473,1473,Kids,Tops,94.98,2022-05-12,1473,Kids,Tops,94.98,2022-05-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1474,1474,Men,Jeans,175.81,2020-08-23,1474,Men,Jeans,175.81,2020.08.23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1475,1475,Accessories,Bags,129.69,2021-02-26,1475,Accessories,Bags,129.69,2021-02-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1476,1476,Men,Suits,147.36,2020-02-02,1476,Men,Suits,147.36,2020-02-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1477,1477,Kids,Sleepwear,65.21,2018-05-23,1477,Kids,Sleepwear,65.21,23/05/2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1478,1478,Men,T-Shirts,186.63,2022-04-09,1478,Men,T-Shirts,186.63,09-04-2022,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1479,1479,Men,Activewear,160.5,2023-10-16,1479,Men,Activewear,160.5,16/10/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1480,1480,Kids,Tops,109.99,2022-01-20,1480,Kids,Tops,109.99,2022-01-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1481,1481,Women,Jeans,215.55,2022-09-21,1481,Women,Jeans,215.55,2022-09-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1482,1482,Women,Dresses,116.02,,1482,Women,Dresses,116.02,not_a_date,False,False,False,False,False,False,invalid,unsupported_or_invalid,False
1483,1483,Men,Suits,102.63,2018-09-03,1483,Men,Suits,102.63,03-09-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,True
1484,1484,Women,Activewear,146.0,2015-08-17,1484,Women,Activewear,146.0,2015-08-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1485,1485,Kids,Shoes,66.23,2018-05-18,1485,Kids,Shoes,66.23,2018-05-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1486,1486,Accessories,Belts,142.66,2022-07-20,1486,Accessories,Belts,142.66,2022-07-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1487,1487,Women,Tops,195.81,2023-02-27,1487,Women,Tops,195.81,2023-02-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1488,1488,Women,Dresses,229.46,2020-02-20,1488,Women,Dresses,229.46,20-02-2020,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1489,1489,Women,Jeans,197.84,2022-10-15,1489,Women,Jeans,197.84,2022-10-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1490,1490,Kids,Outerwear,94.69,2015-09-30,1490,Kids,Outerwear,94.69,2015-09-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1491,1491,Men,Suits,207.99,2021-06-10,1491,Men,Suits,207.99,2021-06-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1492,1492,Kids,Sleepwear,100.57,2021-10-16,1492,Kids,Sleepwear,100.57,2021-10-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1493,1493,Women,Dresses,183.06,2020-01-30,1493,Women,Dresses,183.06,2020/01/30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1494,1494,Men,Jeans,219.22,2022-03-02,1494,Men,Jeans,219.22,2022-03-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1495,1495,Kids,Outerwear,92.59,2019-12-01,1495,Kids,Outerwear,92.59,2019/12/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1496,1496,Kids,Bottoms,83.15,2020-03-27,1496,Kids,Bottoms,83.15,27-03-2020,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1497,1497,Kids,Tops,71.15,2021-01-15,1497,Kids,Tops,71.15,2021-01-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1498,1498,Shoes,Loafers,258.67,2022-12-09,1498,Shoes,Loafers,258.67,2022-12-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1499,1499,Kids,Sleepwear,117.83,2017-06-27,1499,Kids,Sleepwear,117.83,27/06/2017,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1500,1500,Accessories,Hats,118.48,2018-01-01,1500,Accessories,Hats,118.48,2018/01/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1501,1501,Kids,Bottoms,119.43,2019-03-11,1501,Kids,Bottoms,119.43,2019-03-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1502,1502,Men,T-Shirts,81.2,2017-01-07,1502,Men,T-Shirts,81.2,2017-01-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1503,1503,Men,Shirts,157.78,2018-05-05,1503,Men,Shirts,157.78,2018.05.05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1504,1504,Men,Outerwear,158.4,2018-07-05,1504,Men,Outerwear,158.4,2018-07-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1505,1505,Kids,Shoes,73.64,2018-02-21,1505,Kids,Shoes,73.64,2018.02.21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1506,1506,Men,T-Shirts,255.35,2019-02-06,1506,Men,T-Shirts,255.35,2019/02/06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1507,1507,Accessories,Belts,118.01,2020-01-18,1507,Accessories,Belts,118.01,18-01-2020,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1508,1508,Kids,Sleepwear,80.83,2021-12-17,1508,Kids,Sleepwear,80.83,2021-12-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1509,1509,Accessories,Bags,120.78,2018-01-11,1509,Accessories,Bags,120.78,2018.01.11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1510,1510,Shoes,Sneakers,109.85,2023-06-16,1510,Shoes,Sneakers,109.85,2023-06-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1511,1511,Men,Outerwear,129.61,2019-10-18,1511,Men,Outerwear,129.61,2019-10-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
1512,1512,Men,T-Shirts,199.33,2022-03-18,1512,Men,T-Shirts,199.33,18-03-2022,False,False,False,False,False,False,valid,DD-MM-YYYY,False
1513,1513,Shoes,Sandals,185.41,2016-02-24,1513,Shoes,Sandals,185.41,2016-02-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
