_source_row,product_id,warehouse_country,stock_quantity,last_stock_update,product_id_raw,warehouse_country_raw,stock_quantity_raw,last_stock_update_raw,warehouse_country_unrecognized_flag,warehouse_country_missing_flag,stock_invalid_format_flag,stock_fractional_flag,stock_zero_flag,stock_negative_flag,last_stock_update_status,last_stock_update_format,last_stock_update_ambiguous_flag,days_since_stock_update,stock_update_after_reference_flag,stale_stock_update_review_flag,missing_product_reference_flag,stock_review_flag
1803,1202,Czech Republic,0,2024-04-05,1202,Czech,0,2024-04-05,False,False,False,False,True,False,valid,YYYY-MM-DD,False,270.0,False,True,False,True
1804,1203,Poland,29,2023-09-21,1203,pl,29,2023/09/21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,467.0,False,True,False,True
1805,1204,Poland,0,2024-03-15,1204,Poland,0,2024-03-15,False,False,False,False,True,False,valid,YYYY-MM-DD,False,291.0,False,True,False,True
1806,1204,Germany,121,2024-06-26,1204,Germany,121,2024/06/26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,188.0,False,True,False,True
1807,1205,Czech Republic,202,2024-05-26,1205,CZ,202,26-05-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,219.0,False,True,False,True
1808,1206,Germany,136,2024-05-25,1206,germany,136,2024-05-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,220.0,False,True,False,True
1809,1206,Czech Republic,141,2024-01-31,1206,Czech,141,31-01-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,335.0,False,True,False,True
1810,1207,Germany,331,2024-09-30,1207,germany,331,2024-09-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False,92.0,False,True,False,True
1811,1208,Czech Republic,16,2024-07-22,1208,Czechia,16,2024-07-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,162.0,False,True,False,True
1812,1209,Czech Republic,268,2024-09-22,1209,Czech Republic,268,22-09-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,100.0,False,True,False,True
1813,1209,Germany,204,2023-10-27,1209,Germany,204,2023-10-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,431.0,False,True,False,True
1814,1210,Poland,38,2023-10-13,1210,pl,38,2023-10-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,445.0,False,True,False,True
1815,1211,Czech Republic,288,2024-11-24,1211,Czech,288,24-11-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,37.0,False,False,False,True
1816,1211,Poland,153,2024-02-26,1211,pl,153,2024-02-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,309.0,False,True,False,True
1817,1212,Czech Republic,300,2023-11-16,1212,czechia,300,2023-11-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,411.0,False,True,False,True
1818,1212,Poland,306,2024-10-06,1212,pl,306,2024-10-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,86.0,False,False,False,True
1819,1213,Czech Republic,152,2024-11-19,1213,czechia,152,2024/11/19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,42.0,False,False,False,True
1820,1214,Germany,203,2023-06-06,1214,Germany,203,06-06-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,574.0,False,True,False,True
1821,1215,Germany,268,2023-10-25,1215,Germany,268,2023-10-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,433.0,False,True,False,True
1822,1216,Germany,193,2024-01-18,1216,germany,193,18-01-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,348.0,False,True,False,True
1823,1217,Poland,213,2023-06-13,1217,poland,213,2023-06-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,567.0,False,True,False,True
1824,1217,Germany,160,2023-06-14,1217,Deutschland,160,2023-06-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False,566.0,False,True,False,True
1825,1218,Poland,98,2023-09-10,1218,Poland,98,2023-09-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,478.0,False,True,False,True
1826,1219,Czech Republic,254,2024-11-12,1219,Czechia,254,2024-11-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,49.0,False,False,False,True
1827,1220,Czech Republic,255,2023-07-22,1220,czechia,255,2023.07.22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,528.0,False,True,False,True
1828,1221,Poland,53,2023-07-20,1221,Polska,53,2023-07-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,530.0,False,True,False,True
1829,1221,Czech Republic,227,2023-08-05,1221,czechia,227,05-08-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,514.0,False,True,False,True
1830,1222,Poland,168,2024-04-24,1222,pl,168,2024-04-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,251.0,False,True,False,True
1831,1223,Poland,166,2024-12-31,1223,Poland,166,2024-12-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,0.0,False,False,False,True
1832,1224,Germany,171,2024-08-28,1224,Germany,171,28-08-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,125.0,False,True,False,True
1833,1224,Czech Republic,194,2024-11-17,1224,Czech Republic,194,17-11-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,44.0,False,False,False,True
1834,1225,Czech Republic,159,2024-08-06,1225,Czech,159,06-08-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,147.0,False,True,False,True
1835,1225,Germany,159,2024-05-15,1225,DE,159,15-05-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,230.0,False,True,False,True
1836,1226,Germany,152,2024-08-02,1226,Deutschland,152,2024/08/02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,151.0,False,True,False,True
1837,1227,Germany,180,2024-04-27,1227,GER,180,2024/04/27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,248.0,False,True,False,True
1838,1228,Czech Republic,289,2023-11-11,1228,czechia,289,2023-11-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,416.0,False,True,False,True
1839,1229,Poland,0,2024-12-06,1229,Polska,0,2024-12-06,False,False,False,False,True,False,valid,YYYY-MM-DD,False,25.0,False,False,False,True
1840,1230,Germany,319,2023-08-15,1230,DE,319,2023-08-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,504.0,False,True,False,True
1841,1230,Czech Republic,51,2023-07-04,1230,CZ,51,2023-07-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False,546.0,False,True,False,True
1842,1231,Germany,314,2023-05-29,1231,germany,314,2023-05-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,582.0,False,True,False,True
1843,1232,Poland,277,2023-11-16,1232,Polska,277,2023/11/16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,411.0,False,True,False,True
1844,1233,Germany,66,2024-10-28,1233,germany,66,2024-10-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,64.0,False,False,False,True
1845,1234,Germany,375,2024-12-10,1234,germany,375,2024-12-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,21.0,False,False,False,True
1846,1235,Poland,378,2023-10-22,1235,POL,378,2023-10-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,436.0,False,True,False,True
1847,1236,Czech Republic,262,2024-07-27,1236,czechia,262,2024-07-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,157.0,False,True,False,True
1848,1237,Germany,361,2023-06-26,1237,GER,361,26/06/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,554.0,False,True,False,True
1849,1238,Czech Republic,226,2024-01-12,1238,Czech,226,2024-01-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,354.0,False,True,False,True
1850,1239,Poland,218,2024-10-04,1239,POL,218,2024/10/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False,88.0,False,False,False,True
1851,1240,Czech Republic,289,2024-01-24,1240,CZ,289,2024-01-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,342.0,False,True,False,True
1852,1241,Czech Republic,256,2023-08-25,1241,czechia,256,2023-08-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,494.0,False,True,False,True
1853,1241,Germany,213,2024-06-13,1241,germany,213,2024-06-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,201.0,False,True,False,True
1854,1242,Germany,137,2024-05-27,1242,GER,137,27-05-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,218.0,False,True,False,True
1855,1242,Czech Republic,128,2024-07-06,1242,CZ,128,06-07-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,178.0,False,True,False,True
1856,1243,Germany,80,2024-11-21,1243,GER,80,2024-11-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,40.0,False,False,False,True
1857,1243,Poland,125,2024-12-08,1243,PL,125,2024/12/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,23.0,False,False,False,True
1858,1244,Germany,464,2023-07-24,1244,DE,464,2023-07-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,526.0,False,True,False,True
1859,1245,Poland,191,2023-10-03,1245,Poland,191,03-10-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,455.0,False,True,False,True
1860,1246,Poland,276,2023-07-08,1246,poland,276,2023-07-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,542.0,False,True,False,True
1861,1247,Germany,213,2024-12-11,1247,Germany,213,2024.12.11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,20.0,False,False,False,True
1862,1248,Czech Republic,196,2024-01-25,1248,Czechia,196,2024-01-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,341.0,False,True,False,True
1863,1248,Germany,380,2023-08-15,1248,DE,380,15-08-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,504.0,False,True,False,True
1864,1249,Poland,160,2023-11-28,1249,Poland,160,2023/11/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,399.0,False,True,False,True
1865,1249,Czech Republic,71,2024-01-29,1249,czechia,71,2024-01-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,337.0,False,True,False,True
1866,1250,Poland,12,2023-10-12,1250,Poland,12,2023/10/12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,446.0,False,True,False,True
1867,1250,Czech Republic,269,2024-09-23,1250,Czech,269,2024-09-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,99.0,False,True,False,True
1868,1251,Poland,334,2023-08-09,1251,pl,334,09-08-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,510.0,False,True,False,True
1869,1251,Germany,153,2023-11-29,1251,Deutschland,153,2023-11-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,398.0,False,True,False,True
1870,1252,Czech Republic,246,2024-12-01,1252,Czech Republic,246,2024-12-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,30.0,False,False,False,True
1871,1252,Poland,203,2023-09-16,1252,PL,203,16-09-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,472.0,False,True,False,True
1872,1253,Czech Republic,239,2024-12-01,1253,Czechia,239,2024-12-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,30.0,False,False,False,True
1873,1254,Czech Republic,199,2023-09-04,1254,czechia,199,2023/09/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False,484.0,False,True,False,True
1874,1255,Germany,223,2024-10-07,1255,Deutschland,223,2024-10-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,85.0,False,False,False,True
1875,1256,Czech Republic,200,2024-05-26,1256,Czechia,200,2024.05.26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,219.0,False,True,False,True
1876,1256,Poland,363,2024-09-02,1256,pl,363,2024-09-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,120.0,False,True,False,True
1877,1257,Poland,163,2023-10-12,1257,Poland,163,2023/10/12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,446.0,False,True,False,True
1878,1257,Germany,68,2024-08-07,1257,DE,68,2024-08-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,146.0,False,True,False,True
1879,1258,Poland,111,2024-09-07,1258,POL,111,2024-09-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,115.0,False,True,False,True
1880,1259,Germany,122,2024-06-22,1259,germany,122,2024-06-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,192.0,False,True,False,True
1881,1259,Czech Republic,355,2023-09-09,1259,Czech Republic,355,2023/09/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,479.0,False,True,False,True
1882,1260,Czech Republic,286,2024-06-26,1260,CZ,286,2024-06-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,188.0,False,True,False,True
1883,1260,Germany,154,2024-04-07,1260,Germany,154,2024-04-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,268.0,False,True,False,True
1884,1261,Czech Republic,149,2023-05-13,1261,Czechia,149,2023.05.13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,598.0,False,True,False,True
1885,1261,Poland,101,2024-06-12,1261,Poland,101,2024-06-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,202.0,False,True,False,True
1886,1262,Poland,346,2024-02-21,1262,pl,346,2024-02-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,314.0,False,True,False,True
1887,1263,Czech Republic,273,2023-11-27,1263,Czech,273,2023-11-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,400.0,False,True,False,True
1888,1264,Germany,211,2024-06-15,1264,Germany,211,2024-06-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,199.0,False,True,False,True
1889,1265,Czech Republic,123,2024-03-03,1265,czechia,123,2024-03-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,303.0,False,True,False,True
1890,1265,Poland,372,2024-04-06,1265,POL,372,2024/04/06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,269.0,False,True,False,True
1891,1266,Czech Republic,278,2024-12-18,1266,Czechia,278,2024-12-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,13.0,False,False,False,True
1892,1267,Poland,386,2024-11-19,1267,poland,386,2024-11-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,42.0,False,False,False,True
1893,1267,Germany,255,2023-08-14,1267,Deutschland,255,2023-08-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False,505.0,False,True,False,True
1894,1268,Germany,0,2024-01-22,1268,GER,0,2024-01-22,False,False,False,False,True,False,valid,YYYY-MM-DD,False,344.0,False,True,False,True
1895,1268,Poland,141,2024-02-28,1268,pl,141,2024/02/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,307.0,False,True,False,True
1896,1269,Czech Republic,234,2024-04-17,1269,Czech,234,2024-04-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,258.0,False,True,False,True
1897,1269,Germany,218,2024-11-12,1269,germany,218,2024-11-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,49.0,False,False,False,True
1898,1270,Czech Republic,260,2024-12-05,1270,Czech Republic,260,05-12-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,26.0,False,False,False,True
1899,1270,Poland,410,2023-11-18,1270,Poland,410,2023-11-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,409.0,False,True,False,True
1900,1271,Czech Republic,215,2024-04-24,1271,Czech Republic,215,2024/04/24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,251.0,False,True,False,True
1901,1271,Poland,226,2023-07-25,1271,POL,226,2023.07.25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,525.0,False,True,False,True
1902,1272,Czech Republic,133,2024-06-02,1272,Czechia,133,2024-06-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,212.0,False,True,False,True
1903,1272,Poland,361,2024-03-08,1272,PL,361,2024-03-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,298.0,False,True,False,True
1904,1273,Czech Republic,295,2024-09-11,1273,CZ,295,2024-09-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,111.0,False,True,False,True
1905,1274,Czech Republic,195,2024-10-20,1274,Czechia,195,2024-10-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,72.0,False,False,False,True
1906,1274,Germany,157,2023-09-23,1274,GER,157,2023-09-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,465.0,False,True,False,True
1907,1275,Germany,0,2024-07-21,1275,Deutschland,0,2024-07-21,False,False,False,False,True,False,valid,YYYY-MM-DD,False,163.0,False,True,False,True
1908,1276,Germany,176,2024-11-07,1276,Germany,176,2024-11-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,54.0,False,False,False,True
1909,1277,Germany,222,2023-11-03,1277,Germany,222,2023/11/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,424.0,False,True,False,True
1910,1277,Poland,329,2024-02-17,1277,POL,329,2024/02/17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,318.0,False,True,False,True
1911,1278,Germany,361,2024-04-27,1278,GER,361,2024/04/27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,248.0,False,True,False,True
1912,1279,Germany,337,2023-10-26,1279,Deutschland,337,2023/10/26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,432.0,False,True,False,True
1913,1279,Czech Republic,218,2024-05-15,1279,czechia,218,15/05/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,230.0,False,True,False,True
1914,1280,Poland,246,2023-11-03,1280,PL,246,2023-11-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,424.0,False,True,False,True
1915,1280,Germany,227,2023-10-09,1280,Deutschland,227,2023-10-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,449.0,False,True,False,True
1916,1281,Czech Republic,376,2023-11-03,1281,Czech,376,2023-11-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,424.0,False,True,False,True
1917,1281,Poland,358,2024-09-23,1281,pl,358,2024-09-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,99.0,False,True,False,True
1918,1282,Czech Republic,73,2023-07-31,1282,CZ,73,2023/07/31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,519.0,False,True,False,True
1919,1283,Czech Republic,88,2024-06-29,1283,Czech Republic,88,2024-06-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,185.0,False,True,False,True
1920,1284,Germany,207,2023-08-09,1284,Deutschland,207,2023-08-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,510.0,False,True,False,True
1921,1285,Poland,308,2024-08-11,1285,pl,308,2024-08-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,142.0,False,True,False,True
1922,1286,Czech Republic,137,2024-09-21,1286,czechia,137,2024-09-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,101.0,False,True,False,True
1923,1286,Germany,355,2024-08-08,1286,Germany,355,2024/08/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,145.0,False,True,False,True
1924,1287,Poland,178,2024-11-16,1287,POL,178,2024-11-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,45.0,False,False,False,True
1925,1287,Czech Republic,131,2023-11-21,1287,CZ,131,2023-11-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,406.0,False,True,False,True
1926,1288,Poland,118,2024-04-28,1288,POL,118,2024-04-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,247.0,False,True,False,True
1927,1289,Germany,261,2023-06-12,1289,DE,261,12-06-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,568.0,False,True,False,True
1928,1290,Poland,53,2024-06-30,1290,PL,53,2024-06-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False,184.0,False,True,False,True
1929,1291,Poland,11,2024-05-09,1291,PL,11,2024-05-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,236.0,False,True,False,True
1930,1292,Poland,135,2024-01-05,1292,Poland,135,2024/01/05,False,False,False,False,False,False,valid,YYYY-MM-DD,False,361.0,False,True,False,True
1931,1292,Czech Republic,131,2023-06-12,1292,CZ,131,2023-06-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,568.0,False,True,False,True
1932,1293,Poland,194,2023-11-26,1293,PL,194,2023-11-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,401.0,False,True,False,True
1933,1294,Germany,318,2024-09-11,1294,germany,318,11-09-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,111.0,False,True,False,True
1934,1295,Czech Republic,192,2023-12-17,1295,czechia,192,2023/12/17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,380.0,False,True,False,True
1935,1296,Czech Republic,377,2024-12-21,1296,Czech Republic,377,2024-12-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,10.0,False,False,False,True
1936,1296,Germany,146,2024-10-17,1296,GER,146,17/10/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,75.0,False,False,False,True
1937,1297,Czech Republic,232,2023-05-20,1297,CZ,232,2023-05-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,591.0,False,True,False,True
1938,1297,Germany,130,2023-12-01,1297,GER,130,2023/12/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,396.0,False,True,False,True
1939,1298,Czech Republic,146,2023-12-15,1298,Czech Republic,146,2023-12-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,382.0,False,True,False,True
1940,1299,Germany,284,2024-06-02,1299,Germany,284,2024/06/02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,212.0,False,True,False,True
1941,1299,Poland,0,2023-08-13,1299,pl,0,2023-08-13,False,False,False,False,True,False,valid,YYYY-MM-DD,False,506.0,False,True,False,True
1942,1300,Germany,178,2024-09-17,1300,germany,178,2024.09.17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,105.0,False,True,False,True
1943,1300,Poland,273,2024-05-15,1300,Poland,273,2024-05-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,230.0,False,True,False,True
1944,1301,Czech Republic,287,2024-09-11,1301,Czechia,287,2024-09-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,111.0,False,True,False,True
1945,1301,Germany,357,2023-08-06,1301,Germany,357,2023.08.06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,513.0,False,True,False,True
1946,1302,Poland,146,2024-09-05,1302,pl,146,2024-09-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False,117.0,False,True,False,True
1947,1302,Czech Republic,130,2023-11-21,1302,Czech,130,2023-11-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,406.0,False,True,False,True
1948,1303,Poland,226,2024-12-27,1303,Poland,226,2024-12-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,4.0,False,False,False,True
1949,1304,Czech Republic,360,2023-07-15,1304,Czechia,360,15-07-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,535.0,False,True,False,True
1950,1305,Germany,112,2024-09-07,1305,GER,112,07-09-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,115.0,False,True,False,True
1951,1305,Poland,500,2023-09-18,1305,Polska,500,2023-09-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,470.0,False,True,False,True
1952,1306,Germany,31,2024-09-09,1306,germany,31,2024-09-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,113.0,False,True,False,True
1953,1306,Czech Republic,168,2024-11-08,1306,Czech,168,2024-11-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,53.0,False,False,False,True
1954,1307,Czech Republic,128,2024-03-07,1307,Czechia,128,07-03-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,299.0,False,True,False,True
1955,1307,Germany,0,2024-03-09,1307,GER,0,2024-03-09,False,False,False,False,True,False,valid,YYYY-MM-DD,False,297.0,False,True,False,True
1956,1308,Czech Republic,3,2024-09-20,1308,Czech Republic,3,2024-09-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,102.0,False,True,False,True
1957,1309,Czech Republic,11,2023-11-23,1309,Czechia,11,2023-11-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,404.0,False,True,False,True
1958,1309,Poland,151,2023-09-28,1309,PL,151,2023-09-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,460.0,False,True,False,True
1959,1310,Germany,2,2024-07-18,1310,DE,2,2024-07-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,166.0,False,True,False,True
1960,1311,Poland,21,2024-07-18,1311,Polska,21,2024-07-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,166.0,False,True,False,True
1961,1311,Czech Republic,295,2023-06-23,1311,Czech Republic,295,2023-06-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,557.0,False,True,False,True
1962,1312,Czech Republic,352,2024-10-13,1312,Czech,352,2024/10/13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,79.0,False,False,False,True
1963,1313,Czech Republic,10,2023-10-09,1313,Czechia,10,09-10-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,449.0,False,True,False,True
1964,1313,Germany,75,2024-03-19,1313,DE,75,2024-03-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,287.0,False,True,False,True
1965,1314,Germany,169,2023-06-12,1314,DE,169,2023/06/12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,568.0,False,True,False,True
1966,1315,Czech Republic,460,2024-10-01,1315,czechia,460,01-10-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,91.0,False,True,False,True
1967,1315,Poland,7,2024-07-25,1315,PL,7,2024-07-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,159.0,False,True,False,True
1968,1316,Germany,26,2024-09-18,1316,GER,26,2024-09-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,104.0,False,True,False,True
1969,1317,Germany,71,2024-12-16,1317,Germany,71,2024-12-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,15.0,False,False,False,True
1970,1317,Poland,321,2024-08-25,1317,POL,321,2024-08-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,128.0,False,True,False,True
1971,1318,Czech Republic,0,2023-08-19,1318,Czechia,0,2023-08-19,False,False,False,False,True,False,valid,YYYY-MM-DD,False,500.0,False,True,False,True
1972,1319,Germany,173,2023-10-13,1319,Deutschland,173,2023/10/13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,445.0,False,True,False,True
1973,1319,Poland,138,2023-06-26,1319,POL,138,2023-06-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,554.0,False,True,False,True
1974,1320,Poland,278,2024-03-11,1320,PL,278,2024-03-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,295.0,False,True,False,True
1975,1321,Germany,368,2024-09-15,1321,Deutschland,368,2024-09-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,107.0,False,True,False,True
1976,1322,Poland,104,2024-02-23,1322,Polska,104,2024-02-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,312.0,False,True,False,True
1977,1323,Germany,353,2024-11-23,1323,germany,353,2024-11-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,38.0,False,False,False,True
1979,1324,Czech Republic,168,2024-03-02,1324,CZ,168,2024-03-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,304.0,False,True,False,True
1980,1325,Czech Republic,236,2024-07-11,1325,Czech,236,2024-07-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,173.0,False,True,False,True
1981,1326,Poland,133,2023-10-06,1326,poland,133,2023-10-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,452.0,False,True,False,True
1982,1326,Czech Republic,178,2023-12-12,1326,czechia,178,2023-12-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,385.0,False,True,False,True
1983,1327,Germany,102,2024-06-15,1327,Germany,102,2024-06-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,199.0,False,True,False,True
1984,1328,Czech Republic,230,2023-09-21,1328,Czechia,230,2023-09-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,467.0,False,True,False,True
